hotel_name,review_summary,review_p1,review_p2,score,Location_score,Cleanliness_score,Service_score,Value_score
Courtyard Bengaluru Outer Ring Road,Excellent experience,"Great experience we had during our 1 day stay for valentine's day. The service has been excellent.  Thank you FAWAD for the awesome Room decor,  JAHANGIR for  ultimate service and  Chef Gaurav for awesome finger licking food.",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Post lockdown dinner date .,An awesome place for date nights  Get here for some amazing food and Instagramable  Clicks ;) Loved the service @themarket by mahesh and nabin 👍 The food was good at taste and the service was really remarkable .,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,pleasent stay,"Fantasticccccc this is what i would like to start with. food was mouth watering, room was big clean and beautiful view thanks to front desk staff  for that. Night Manager Suraj was very helpful in terms of understandin lg the needs of the guest. we enjoyed our stay like anything l. will visit soon with friends",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Awesome Service & Hospitality,I have visited with my family & stayed for 2 nights the service of momo cafe was awesome deepanshu & sumit were very helpful they provided the best service to us we were 16 person's but they didn't make the food delayed. Mr.Brajmohan was very familiar & he was very much deligated for his work.,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Market - breakfast,We received excellent service and lovely food.  The hospitality was at a level above and beyond.  Special mention to manesh narayan ( I hope I got the name right) who surprised us with a lovely dosa to try.  The food was brilliant as always and proper precautions and steps taken to make the experience safe and still works class,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Feast dinner. Gurmeet,"It was a wonderful Birthday dinner experience at the Feast.  Quite large and lots varieties are available in continental, Indian cuisine and not the least live counter serving amazing Pizza and Pastas. Service is excellent as well.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
